City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Lincoln,US,2020-02-21 06:49:21,40.8,-96.67,23.0,79,1,5.82
306,Buraydah,SA,2020-02-21 06:51:42,26.33,43.98,55.4,71,0,2.24
307,Tarauaca,BR,2020-02-21 06:51:43,-8.16,-70.77,74.21,85,53,2.84
308,Puerto Escondido,MX,2020-02-21 06:51:43,15.85,-97.07,72.9,65,33,3.13
309,Xinglongshan,CN,2020-02-21 06:51:43,43.96,125.47,33.8,86,90,4.47
310,Zyryanovsk,KZ,2020-02-21 06:51:43,49.74,84.27,19.2,66,82,1.77
311,San Felipe,VE,2020-02-21 06:51:44,10.34,-68.74,70.95,94,99,1.48
312,Adrar,MR,2020-02-21 06:51:44,20.5,-10.07,67.01,13,0,11.92
313,Gat,IL,2020-02-21 06:48:08,31.61,34.76,60.01,67,75,6.93
314,Yarmouth,US,2020-02-21 06:51:45,41.71,-70.23,28.4,49,1,8.05
315,Katobu,ID,2020-02-21 06:51:45,-4.94,122.53,87.55,67,70,3.98
316,Bonthe,SL,2020-02-21 06:51:45,7.53,-12.51,76.68,90,39,4.9
317,Gamba,GA,2020-02-21 06:51:45,-2.65,10.0,77.79,89,92,2.82
318,Thohoyandou,ZA,2020-02-21 06:51:46,-22.95,30.48,79.86,68,88,2.28
319,Shingu,JP,2020-02-21 06:51:46,33.73,135.98,55.4,58,20,9.17
320,Ust-Omchug,RU,2020-02-21 06:51:46,61.15,149.63,-17.97,96,77,2.51
321,Wagar,SD,2020-02-21 06:51:46,16.15,36.2,66.79,56,25,11.14
322,Harer,ET,2020-02-21 06:51:47,9.31,42.13,65.95,59,24,3.74
323,Urumqi,CN,2020-02-21 06:51:47,43.8,87.6,24.8,79,22,4.47
324,Bintulu,MY,2020-02-21 06:51:47,3.17,113.03,87.8,74,75,10.29
325,Brookline,US,2020-02-21 06:48:06,42.33,-71.12,21.99,41,20,11.41
326,Tubmanburg,LR,2020-02-21 06:51:48,6.87,-10.82,75.16,98,70,2.46
327,Riviere-Du-Loup,CA,2020-02-21 06:51:48,47.83,-69.53,-2.56,87,31,17.72
328,Batemans Bay,AU,2020-02-21 06:51:48,-35.72,150.18,68.0,74,92,5.99
329,Marzuq,YE,2020-02-21 06:51:49,14.4,46.47,75.69,33,94,4.14
330,Adre,TD,2020-02-21 06:51:49,13.47,22.2,64.94,26,29,15.23
331,Usinsk,RU,2020-02-21 06:51:49,65.99,57.53,6.89,90,0,7.63
332,Marsa Matruh,EG,2020-02-21 06:51:50,31.35,27.25,55.4,71,75,17.22
333,Ossora,RU,2020-02-21 06:51:50,59.24,163.07,-8.86,74,62,1.61
334,Bilibino,RU,2020-02-21 06:51:50,68.05,166.44,-22.7,98,100,1.43
335,Bereda,ES,2020-02-21 06:51:51,43.27,-7.54,53.01,100,20,3.36
336,Salinopolis,BR,2020-02-21 06:51:51,-0.61,-47.36,76.89,84,100,5.44
337,Eureka,US,2020-02-21 06:51:52,40.8,-124.16,44.01,93,1,9.17
338,Charters Towers,AU,2020-02-21 06:51:21,-20.1,146.27,92.77,43,38,13.27
339,Vieux Fort,LC,2020-02-21 06:51:52,13.72,-60.95,78.8,69,40,20.8
340,Rio Grande,BR,2020-02-21 06:51:53,-32.03,-52.1,64.8,63,0,17.36
341,Komsomolskiy,UZ,2020-02-21 06:51:53,40.43,71.72,48.2,45,0,4.12
342,Rocha,UY,2020-02-21 06:51:53,-34.48,-54.33,55.29,79,33,12.53
343,Talcahuano,CL,2020-02-21 06:51:53,-36.72,-73.12,55.4,100,90,6.93
344,Zinder,NE,2020-02-21 06:51:54,13.81,8.99,66.2,22,0,6.93
345,Okhotsk,RU,2020-02-21 06:51:54,59.38,143.3,-7.04,83,0,6.4
346,Rorvik,NO,2020-02-21 06:51:54,64.86,11.24,39.2,69,75,16.11
347,Broken Hill,AU,2020-02-21 06:51:54,-31.95,141.43,78.8,26,9,16.11
348,Neuquen,AR,2020-02-21 06:51:55,-38.95,-68.06,59.0,38,0,9.17
349,Royan,FR,2020-02-21 06:51:55,45.63,-1.03,37.99,100,90,5.1
350,Daitari,IN,2020-02-21 06:51:55,21.1,85.75,84.76,33,1,5.28
351,Beyneu,KZ,2020-02-21 06:51:55,45.32,55.2,38.37,72,100,7.83
352,Omboue,GA,2020-02-21 06:51:56,-1.57,9.26,75.78,93,100,2.42
353,Fortuna,US,2020-02-21 06:47:27,40.6,-124.16,44.01,93,1,9.17
354,Almeirim,BR,2020-02-21 06:51:56,-1.52,-52.58,72.61,97,99,2.21
355,Parati,BR,2020-02-21 06:47:17,-23.22,-44.71,75.51,83,62,2.93
356,Puqi,CN,2020-02-21 06:51:57,29.72,113.88,52.29,83,100,1.83
357,Socorro,US,2020-02-21 06:50:50,31.65,-106.3,41.0,64,1,14.99
358,Mwene-Ditu,CD,2020-02-21 06:51:57,-7.0,23.45,72.1,91,53,2.48
359,Seoul,KR,2020-02-21 06:48:10,37.57,126.98,55.4,43,75,2.24
360,Loughrea,IE,2020-02-21 06:51:58,53.2,-8.57,48.2,81,75,23.04
361,Saint-Augustin,CA,2020-02-21 06:51:58,51.23,-58.65,-11.36,82,0,18.63
362,Vallenar,CL,2020-02-21 06:51:59,-28.57,-70.76,56.46,93,29,0.98
363,Conceicao Do Araguaia,BR,2020-02-21 06:51:59,-8.26,-49.26,70.57,98,100,3.2
364,Bambanglipuro,ID,2020-02-21 06:48:56,-7.95,110.28,86.04,66,56,8.81
365,Pineto,IT,2020-02-21 06:52:00,42.61,14.07,45.0,22,0,8.01
366,Mount Isa,AU,2020-02-21 06:52:00,-20.73,139.5,100.4,15,0,8.05
367,Sioux Lookout,CA,2020-02-21 06:52:01,50.1,-91.92,14.0,72,5,10.29
368,Roma,US,2020-02-21 06:48:29,43.21,-75.46,18.0,66,40,2.82
369,Sao Gabriel Da Cachoeira,BR,2020-02-21 06:52:01,-0.13,-67.09,74.48,94,52,1.34
370,Emporia,US,2020-02-21 06:52:01,38.4,-96.18,19.4,85,1,6.93
371,Kidal,ML,2020-02-21 06:52:02,18.44,1.41,64.85,17,21,10.98
372,La Ronge,CA,2020-02-21 06:52:02,55.1,-105.28,26.6,63,5,9.17
373,Imperia,IT,2020-02-21 06:52:02,43.97,7.78,50.0,70,75,12.75
374,Tutoia,BR,2020-02-21 06:52:02,-2.76,-42.27,74.26,95,100,3.56
375,Goure,NE,2020-02-21 06:52:03,13.98,10.27,68.0,23,0,11.99
376,Sabinas Hidalgo,MX,2020-02-21 06:52:03,26.5,-100.17,48.29,73,100,13.29
377,Jawhar,SO,2020-02-21 06:52:04,2.78,45.5,86.81,57,93,16.8
378,Emba,KZ,2020-02-21 06:52:04,48.83,58.14,20.53,86,99,7.7
379,High Level,CA,2020-02-21 06:52:04,58.52,-117.14,28.4,46,90,4.7
380,Innisfail,AU,2020-02-21 06:52:04,-17.53,146.03,78.01,83,52,3.0
381,Champerico,GT,2020-02-21 06:52:05,14.3,-91.92,75.69,73,38,2.26
382,Tazovskiy,RU,2020-02-21 06:52:05,67.47,78.7,19.49,95,100,10.74
383,Mercedes,AR,2020-02-21 06:52:05,-34.65,-59.43,55.99,67,0,1.01
384,Byron Bay,AU,2020-02-21 06:50:03,-28.65,153.62,79.0,65,49,10.29
385,Olinda,BR,2020-02-21 06:52:06,-8.01,-34.86,77.0,88,20,1.59
386,Vila Franca Do Campo,PT,2020-02-21 06:52:06,37.72,-25.43,50.0,76,20,2.24
387,Skovorodino,RU,2020-02-21 06:48:21,53.98,123.92,8.17,87,100,3.71
388,Huilong,CN,2020-02-21 06:52:07,31.81,121.66,71.01,50,11,12.77
389,Lasa,IT,2020-02-21 06:52:07,46.62,10.7,33.8,82,20,3.36
390,San Cristobal,VE,2020-02-21 06:52:07,7.77,-72.22,53.71,94,92,1.05
391,Tilichiki,RU,2020-02-21 06:52:08,60.47,166.1,-10.82,81,96,5.93
392,Marratxi,ES,2020-02-21 06:52:08,39.64,2.75,57.0,93,1,3.36
393,Vilyuysk,RU,2020-02-21 06:52:08,63.76,121.62,12.83,93,100,4.76
394,Kavieng,PG,2020-02-21 06:47:47,-2.57,150.8,83.86,76,0,13.29
395,Oakdale,US,2020-02-21 06:52:09,44.96,-92.96,12.99,77,1,8.16
396,Auki,SB,2020-02-21 06:47:13,-8.77,160.7,83.61,73,100,3.49
397,Henties Bay,NA,2020-02-21 06:52:09,-22.12,14.28,64.0,94,89,4.23
398,The Pas,CA,2020-02-21 06:50:28,53.83,-101.25,26.6,63,1,17.22
399,Acarau,BR,2020-02-21 06:52:10,-2.89,-40.12,75.47,94,100,3.11
400,Berlevag,NO,2020-02-21 06:52:10,70.86,29.09,23.0,85,90,36.91
401,Samarai,PG,2020-02-21 06:48:25,-10.62,150.67,83.25,81,98,1.5
402,Tres Arroyos,AR,2020-02-21 06:48:04,-38.37,-60.28,53.49,77,29,10.22
403,Kharan,PK,2020-02-21 06:52:11,28.58,65.42,68.88,17,85,1.83
404,Bilaspur,IN,2020-02-21 06:51:26,22.08,82.15,85.3,27,0,8.23
405,Wanaka,NZ,2020-02-21 06:52:12,-44.7,169.15,54.66,86,42,7.94
406,Mecca,SA,2020-02-21 06:49:12,21.43,39.83,67.46,25,0,1.41
407,Alta Floresta,BR,2020-02-21 06:52:12,-9.88,-56.09,70.09,98,100,1.41
408,Terney,RU,2020-02-21 06:52:12,45.05,136.61,27.66,57,30,4.9
409,Praia Da Vitoria,PT,2020-02-21 06:52:13,38.73,-27.07,50.0,76,20,7.2
410,Santa Cruz,BO,2020-02-21 06:52:13,-17.8,-63.17,77.0,88,75,13.87
411,Madang,PG,2020-02-21 06:52:13,-5.22,145.8,83.17,78,20,18.68
412,Miri,MY,2020-02-21 06:51:20,4.41,114.01,91.4,63,75,12.75
413,Buchanan,LR,2020-02-21 06:52:14,5.88,-10.05,77.0,94,75,9.17
414,Dwarka,IN,2020-02-21 06:52:14,22.24,68.97,77.07,54,86,16.42
415,Forestville,US,2020-02-21 06:52:14,38.85,-76.88,33.01,42,1,10.29
416,Cusset,FR,2020-02-21 06:52:15,46.13,3.46,37.0,85,75,3.36
417,Antofagasta,CL,2020-02-21 06:52:15,-23.65,-70.4,66.2,88,21,1.12
418,Bushehr,IR,2020-02-21 06:52:15,28.97,50.84,64.4,88,0,4.7
419,San Joaquin,VE,2020-02-21 06:52:16,10.26,-67.79,76.06,83,95,12.59
420,Kamiiso,JP,2020-02-21 06:52:16,41.82,140.65,37.4,47,40,14.99
421,Hambantota,LK,2020-02-21 06:52:16,6.12,81.12,89.6,66,40,16.11
422,Havoysund,NO,2020-02-21 06:52:16,71.0,24.66,30.2,74,75,24.16
423,Puerto Del Rosario,ES,2020-02-21 06:52:17,28.5,-13.86,60.8,82,40,8.05
424,Kismayo,SO,2020-02-21 06:52:17,-0.36,42.55,82.54,76,54,12.62
425,Nalut,LY,2020-02-21 06:52:17,30.33,10.85,43.83,72,0,10.09
426,Warman,CA,2020-02-21 06:52:17,52.32,-106.57,19.0,84,5,6.93
427,Nagar Karnul,IN,2020-02-21 06:52:18,16.48,78.32,84.63,25,34,12.95
428,Beya,RU,2020-02-21 06:52:18,53.05,90.91,30.88,77,100,6.02
429,Tezu,IN,2020-02-21 06:52:18,27.92,96.17,80.17,30,29,3.98
430,Saint-Francois,FR,2020-02-21 06:52:18,46.42,3.91,39.99,91,75,2.24
431,Pouebo,NC,2020-02-21 06:52:19,-20.4,164.57,76.05,83,96,1.05
432,Jablunkov,CZ,2020-02-21 06:52:19,49.58,18.76,39.0,88,90,4.7
433,Miraflores,MX,2020-02-21 06:52:19,19.22,-98.81,57.2,58,40,9.17
434,Port Macquarie,AU,2020-02-21 06:52:19,-31.43,152.92,77.0,64,90,8.05
435,Suntar,RU,2020-02-21 06:52:20,62.14,117.63,16.93,88,91,5.73
436,Srandakan,ID,2020-02-21 06:52:20,-7.94,110.25,86.04,66,56,8.81
437,Isangel,VU,2020-02-21 06:52:20,-19.55,169.27,86.0,70,75,13.33
438,Sesimbra,PT,2020-02-21 06:52:21,38.44,-9.1,55.0,76,0,4.7
439,Davila,PH,2020-02-21 06:52:21,18.47,120.58,87.8,48,20,11.41
440,Sao Miguel Do Araguaia,BR,2020-02-21 06:52:21,-13.28,-50.16,71.1,97,100,4.32
441,Wattegama,LK,2020-02-21 06:52:21,6.8,81.48,89.6,66,40,16.11
442,Kalabo,ZM,2020-02-21 06:52:22,-14.97,22.68,70.48,89,94,3.91
443,Kulu,TR,2020-02-21 06:52:22,39.1,33.08,38.61,94,100,8.75
444,Paracatu,BR,2020-02-21 06:52:22,-17.22,-46.87,66.79,91,100,3.85
445,Dudinka,RU,2020-02-21 06:52:09,69.41,86.18,12.2,92,59,4.47
446,Jasper,US,2020-02-21 06:52:23,37.2,-94.35,21.2,92,1,5.59
447,Omsukchan,RU,2020-02-21 06:52:23,62.53,155.8,-19.64,97,0,0.69
448,Zhangye,CN,2020-02-21 06:52:23,38.93,100.45,36.73,29,0,2.8
449,Zalantun,CN,2020-02-21 06:52:23,48.0,122.72,13.21,91,100,6.22
450,Maroantsetra,MG,2020-02-21 06:52:24,-15.43,49.73,76.62,84,85,3.15
451,Kampong Thum,KH,2020-02-21 06:52:24,12.71,104.89,95.54,29,0,12.24
452,San Pedro,PH,2020-02-21 06:52:24,14.35,121.02,91.4,46,20,12.75
453,Imamoglu,TR,2020-02-21 06:52:25,37.27,35.66,60.01,100,75,6.93
454,Lavrentiya,RU,2020-02-21 06:52:25,65.58,-171.0,-16.89,91,0,7.36
455,Anito,PH,2020-02-21 06:52:25,12.45,125.29,79.11,79,53,26.31
456,Port Lavaca,US,2020-02-21 06:52:24,28.61,-96.63,50.0,66,90,26.4
457,Vanimo,PG,2020-02-21 06:52:26,-2.67,141.3,82.31,81,96,16.04
458,Vostok,RU,2020-02-21 06:52:26,46.49,135.88,16.79,83,99,3.91
459,Nortelandia,BR,2020-02-21 06:52:26,-14.45,-56.8,71.28,97,100,2.55
460,Smithers,CA,2020-02-21 06:52:26,54.78,-127.17,32.0,92,90,8.05
461,Paita,PE,2020-02-21 06:52:27,-5.09,-81.11,76.71,77,24,5.95
462,Tahta,EG,2020-02-21 06:52:27,26.77,31.5,55.4,50,0,2.24
463,Mujiayingzi,CN,2020-02-21 06:52:27,42.12,118.78,30.22,44,100,19.55
464,Jackson,US,2020-02-21 06:52:27,42.42,-122.83,42.01,86,20,1.95
465,Port Antonio,JM,2020-02-21 06:52:28,18.18,-76.46,78.8,74,20,6.93
466,Illapel,CL,2020-02-21 06:52:28,-31.63,-71.17,55.24,80,10,0.36
467,Le Port,RE,2020-02-21 06:52:28,-20.94,55.29,84.2,62,90,16.11
468,Harindanga,IN,2020-02-21 06:52:29,22.04,88.32,82.4,58,20,5.82
469,Koping,SE,2020-02-21 06:52:29,59.51,15.99,41.0,75,100,14.99
470,Turbat,PK,2020-02-21 06:52:29,26.0,63.04,78.78,14,100,14.56
471,Sabang,ID,2020-02-21 06:52:30,5.89,95.32,83.05,76,5,28.03
472,Mizan Teferi,ET,2020-02-21 06:52:30,6.98,35.58,75.85,56,46,1.19
473,Sambava,MG,2020-02-21 06:52:30,-14.27,50.17,83.17,67,96,1.92
474,Llanes,ES,2020-02-21 06:52:30,43.42,-4.75,50.0,96,78,6.55
475,Barkot,IN,2020-02-21 06:52:31,30.82,78.2,51.8,50,100,3.78
476,Bubaque,GW,2020-02-21 06:52:31,11.28,-15.83,78.76,62,18,7.92
477,Karachi,PK,2020-02-21 06:51:14,24.91,67.08,77.0,23,57,18.34
478,Linxia,CN,2020-02-21 06:52:31,35.6,103.21,31.05,36,0,6.29
479,Slonim,BY,2020-02-21 06:52:32,53.09,25.32,32.25,78,22,9.6
480,Brae,GB,2020-02-21 06:52:32,60.4,-1.35,44.6,87,40,32.21
481,Moose Factory,CA,2020-02-21 06:52:32,51.26,-80.61,10.4,72,90,8.05
482,Umuarama,BR,2020-02-21 06:52:32,-23.77,-53.33,70.07,71,100,5.86
483,Kwinana,AU,2020-02-21 06:52:33,-32.25,115.77,89.6,22,90,14.99
484,Lethem,GY,2020-02-21 06:52:33,3.38,-59.8,77.74,64,28,15.01
485,Dubuque,US,2020-02-21 06:52:33,42.48,-90.87,10.0,92,1,4.7
486,Moerai,PF,2020-02-21 06:52:34,-22.43,-151.33,81.16,79,100,9.78
487,Hofn,IS,2020-02-21 06:52:34,64.25,-15.21,37.56,77,83,32.79
488,Husavik,IS,2020-02-21 06:52:34,66.04,-17.34,32.0,96,90,13.87
489,Floro,NO,2020-02-21 06:52:34,61.6,5.03,42.8,75,40,19.46
490,Salzwedel,DE,2020-02-21 06:52:35,52.85,11.15,41.0,80,75,11.41
491,Ladario,BR,2020-02-21 06:52:35,-19.0,-57.6,75.99,96,100,3.18
492,Anadyr,RU,2020-02-21 06:52:03,64.75,177.48,-14.01,75,0,11.18
493,Pangkalanbuun,ID,2020-02-21 06:52:35,-2.68,111.62,79.7,92,99,3.47
494,San Ramon,US,2020-02-21 06:52:36,37.78,-121.98,57.2,70,20,6.93
495,Luanda,AO,2020-02-21 06:50:54,-8.84,13.23,80.6,88,75,3.36
496,Sur,OM,2020-02-21 06:52:36,22.57,59.53,78.85,33,100,10.4
497,Evensk,RU,2020-02-21 06:52:37,61.95,159.23,-16.06,76,7,1.23
498,Atar,MR,2020-02-21 06:52:37,20.52,-13.05,69.35,12,0,12.15
499,Middelburg,ZA,2020-02-21 06:52:37,-25.78,29.46,68.05,73,0,15.84
500,Socha,CO,2020-02-21 06:52:37,6.0,-72.69,47.7,96,100,1.05
501,Luwuk,ID,2020-02-21 06:52:38,-0.95,122.79,82.69,70,19,4.79
502,Tsogni,GA,2020-02-21 06:52:38,-2.79,10.1,82.65,79,91,5.95
503,Qaqortoq,GL,2020-02-21 06:52:38,60.72,-46.03,28.4,33,100,9.17
504,Pindi Gheb,PK,2020-02-21 06:52:39,33.24,72.27,62.6,63,0,6.93
505,Carroll,US,2020-02-21 06:52:39,39.55,-77.02,32.0,53,75,10.29
506,Umkomaas,ZA,2020-02-21 06:52:39,-30.21,30.8,79.0,80,50,1.01
507,Mareeba,AU,2020-02-21 06:52:39,-17.0,145.43,82.0,94,90,1.12
508,Aklavik,CA,2020-02-21 06:52:40,68.22,-135.01,6.8,84,90,8.05
509,Ucluelet,CA,2020-02-21 06:52:17,48.93,-125.55,32.0,95,0,3.74
510,Russell,US,2020-02-21 06:52:40,32.35,-85.2,44.01,81,90,5.82
511,Paoua,CF,2020-02-21 06:52:40,7.24,16.44,76.5,21,87,5.77
512,Coihaique,CL,2020-02-21 06:50:30,-45.58,-72.07,41.7,51,0,3.36
513,Barraute,CA,2020-02-21 06:52:41,48.43,-77.63,5.0,77,75,10.29
514,Idrinskoye,RU,2020-02-21 06:52:41,54.37,92.14,29.43,80,100,11.39
515,Pangai,TO,2020-02-21 06:52:42,-19.8,-174.35,80.6,78,40,12.75
516,Vavuniya,LK,2020-02-21 06:52:42,8.75,80.5,88.43,56,24,12.21
517,Tokur,RU,2020-02-21 06:52:42,53.13,132.9,5.99,81,64,3.53
518,Bara,NG,2020-02-21 06:52:42,10.37,10.73,66.24,23,0,6.67
519,Vestmannaeyjar,IS,2020-02-21 06:52:43,63.44,-20.27,33.8,97,20,24.16
520,Durusu,TR,2020-02-21 06:52:43,41.31,28.68,46.0,81,75,24.16
521,Milazzo,IT,2020-02-21 06:52:43,38.22,15.24,55.99,58,20,3.36
522,Churapcha,RU,2020-02-21 06:52:44,62.0,132.43,-3.91,95,100,8.48
523,Sola,VU,2020-02-21 06:52:44,-13.88,167.55,84.2,79,75,15.14
524,Boca Do Acre,BR,2020-02-21 06:52:44,-8.75,-67.4,73.24,98,14,2.19
525,Mao,ES,2020-02-21 06:52:44,39.89,4.27,46.4,93,20,4.7
526,Talaya,RU,2020-02-21 06:52:45,61.38,152.75,-20.92,100,16,0.54
527,Faanui,PF,2020-02-21 06:52:45,-16.48,-151.75,82.78,77,88,16.96
528,Kaeo,NZ,2020-02-21 06:52:45,-35.1,173.78,75.0,85,100,13.35
529,Diamantino,BR,2020-02-21 06:51:05,-14.41,-56.45,71.29,97,100,2.62
530,Kenai,US,2020-02-21 06:48:30,60.55,-151.26,28.0,92,90,2.82
531,Bolshaya Sosnova,RU,2020-02-21 06:52:46,57.67,54.6,29.57,93,97,7.85
532,Tommot,RU,2020-02-21 06:52:46,58.96,126.29,13.3,83,100,3.27
533,Celestun,MX,2020-02-21 06:52:46,20.87,-90.4,77.32,85,0,15.35
534,Channapatna,IN,2020-02-21 06:52:47,12.65,77.22,86.0,30,9,6.93
535,Ewa Beach,US,2020-02-21 06:52:47,21.32,-158.01,73.4,73,75,8.05
536,Havelange,BE,2020-02-21 06:52:47,50.38,5.23,37.99,89,40,11.41
537,Hamilton,US,2020-02-21 06:49:01,39.18,-84.53,21.2,73,1,5.08
538,Sao Sebastiao,BR,2020-02-21 06:52:48,-23.76,-45.41,80.17,82,96,6.38
539,Maniitsoq,GL,2020-02-21 06:52:48,65.42,-52.9,11.43,53,100,3.47
540,Umred,IN,2020-02-21 06:52:48,20.85,79.33,82.4,58,40,6.93
541,Nantucket,US,2020-02-21 06:52:49,41.28,-70.1,28.99,54,1,13.87
542,Solnechnyy,RU,2020-02-21 06:52:49,50.72,136.63,10.8,89,59,5.28
543,Presidencia Roque Saenz Pena,AR,2020-02-21 06:52:49,-26.79,-60.44,68.27,45,15,8.19
544,Lewistown,US,2020-02-21 06:52:50,40.6,-77.57,24.01,57,1,5.82
545,Lenger,KZ,2020-02-21 06:52:50,42.18,69.88,53.6,46,100,11.18
546,Pavilosta,LV,2020-02-21 06:52:50,56.89,21.19,37.4,93,100,11.41
547,Bontang,ID,2020-02-21 06:52:50,0.13,117.5,84.06,69,21,15.57
548,Camabatela,AO,2020-02-21 06:52:51,-8.19,15.38,67.33,91,69,0.43
549,Shieli,KZ,2020-02-21 06:52:51,44.17,66.75,43.81,42,100,9.69
550,Archidona,ES,2020-02-21 06:50:57,37.1,-4.39,54.0,93,30,5.82
551,Novobiryusinskiy,RU,2020-02-21 06:52:51,56.96,97.71,27.12,92,99,6.8
552,Abu Samrah,SY,2020-02-21 06:52:52,35.3,37.18,51.78,75,58,13.67
553,Mitu,CO,2020-02-21 06:49:49,1.2,-70.17,72.21,97,89,1.01
554,Mumford,GH,2020-02-21 06:52:52,5.26,-0.76,77.27,93,9,3.13
555,Perpignan,FR,2020-02-21 06:52:53,42.75,2.75,52.0,66,3,2.24
556,Ibra,OM,2020-02-21 06:52:53,22.69,58.53,73.89,38,100,3.36
